 1.000E+02   7.125E-12   1.861E-25   1.861E-25   4.000E-25   1.861E-25
 4.688E+01   2.780E-12   6.060E-24   6.899E-24   4.000E-25   1.727E-25
 1.958E+01   1.251E-12   4.942E-24   6.468E-24   4.000E-25   1.486E-25
 8.522E+00   1.311E-12   1.195E-22   1.488E-22   6.583E-23   1.284E-25
 4.552E+00   5.352E-12   2.249E-19   1.496E-19   6.291E-17   1.217E-25
 2.683E+00   9.715E-11   9.725E-14   1.840E-14   3.345E-12   1.195E-25
 1.714E+00   8.266E-09   1.301E-09   4.074E-11   3.882E-08   1.426E-24
 1.215E+00   1.738E-06   2.094E-07   8.648E-10   2.095E-06   5.191E-18
 9.792E-01   1.733E-04   4.989E-06   7.056E-09   3.117E-04   3.358E-13
 8.452E-01   3.640E-03   7.370E-05   1.724E-06   1.060E-01   1.846E-09
 6.792E-01   2.058E-04   2.588E-06   1.011E-05   2.437E-01   2.348E-10
 3.277E-01   3.027E-05   1.419E-07   9.502E-06   2.440E-01   2.462E-11
 1.413E-01   2.620E-05   8.666E-08   1.024E-05   2.440E-01   2.710E-11
 8.069E-02   2.596E-05   8.216E-08   1.033E-05   2.440E-01   2.790E-11
 4.336E-02   2.592E-05   8.207E-08   1.035E-05   2.440E-01   2.795E-11
 1.811E-02   2.592E-05   8.208E-08   1.035E-05   2.440E-01   2.795E-11
 9.825E-03   2.592E-05   8.189E-08   1.043E-05   2.437E-01   4.368E-10
